,net_alan,brut_alan,kredi_durumu,kat_sayisi,isitma,bulundugu_kat,bina_yasi,esya,kullanim_durumu,fiyat,il,ilce,mahalle,oda_sayisi,toplam_oda_sayisi,lat,lng
0,100,110,1,3,2,3,33,2,0,2750000,İstanbul,Adalar,Heybeliada, 3 + 1 ,4,40.8741659,29.1293251
1,70,75,1,4,2,2,28,1,0,2250000,İstanbul,Adalar,Heybeliada, 2 + 1 ,3,40.8741659,29.1293251
2,80,90,1,3,2,3,38,0,2,3500000,İstanbul,Adalar,Nizam, 2 + 1 ,3,40.8741659,29.1293251
3,56,80,1,3,2,2,28,4,0,2800000,İstanbul,Adalar,Heybeliada, 2 + 1 ,3,40.8741659,29.1293251
4,70,75,0,4,2,0,28,0,1,3000000,İstanbul,Adalar,Heybeliada, 2 + 1 ,3,40.8741659,29.1293251
5,85,100,1,5,2,4,8,0,0,1400000,İstanbul,Arnavutköy,Hadımköy, 2 + 1 ,3,41.0671774,29.0432713
6,95,100,1,4,2,3,0,0,0,1450000,İstanbul,Arnavutköy,Mustafa Kemal Paşa, 2 + 1 ,3,41.0671774,29.0432713
7,85,90,1,4,2,1,0,0,0,1400000,İstanbul,Arnavutköy,Haraççı, 2 + 1 ,3,41.0671774,29.0432713
8,75,82,1,10,2,0,8,0,2,1230000,İstanbul,Arnavutköy,Deliklikaya, 2 + 1 ,3,41.0671774,29.0432713
9,90,95,1,5,2,2,8,0,2,1300000,İstanbul,Arnavutköy,İslambey, 2 + 1 ,3,41.0671774,29.0432713
10,85,95,1,5,2,3,8,0,0,1175000,İstanbul,Arnavutköy,Hastane, 2 + 1 ,3,41.0671774,29.0432713
11,60,80,0,1,2,-1,8,0,0,680000,İstanbul,Arnavutköy,Bolluca, 1 + 1 ,2,41.0671774,29.0432713
12,90,100,1,4,2,1,8,0,0,1550000,İstanbul,Arnavutköy,İslambey, 2 + 1 ,3,41.0671774,29.0432713
13,64,84,1,15,2,7,8,0,1,1275000,İstanbul,Arnavutköy,Deliklikaya, 2 + 1 ,3,41.0671774,29.0432713
14,100,120,1,6,2,1,0,0,0,1399000,İstanbul,Arnavutköy,Yunus Emre, 3 + 2 ,5,41.0671774,29.0432713
15,100,115,0,3,2,2,8,0,2,1600000,İstanbul,Arnavutköy,Arnavutköy Merkez, 2 + 1 ,3,41.0671774,29.0432713
16,90,100,1,5,2,2,0,3,0,1650000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
17,85,95,1,3,2,2,8,0,1,1299000,İstanbul,Arnavutköy,Haraççı, 2 + 1 ,3,41.0671774,29.0432713
18,90,93,1,5,2,1,13,0,1,1000000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
19,90,95,1,4,2,1,2,3,2,1495000,İstanbul,Arnavutköy,Bolluca, 2 + 1 ,3,41.0671774,29.0432713
20,90,100,1,3,2,3,8,0,2,1200000,İstanbul,Arnavutköy,Karlıbayır, 2 + 1 ,3,41.0671774,29.0432713
21,78,88,1,1,2,1,0,0,0,1700000,İstanbul,Arnavutköy,Arnavutköy Merkez, 2 + 1 ,3,41.0671774,29.0432713
22,90,100,1,5,2,2,0,0,1,1700000,İstanbul,Arnavutköy,Arnavutköy Merkez, 2 + 1 ,3,41.0671774,29.0432713
23,80,95,1,6,2,2,0,0,0,1750000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
24,80,90,1,6,2,6,4,0,2,890000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
25,95,100,1,5,2,2,0,0,0,1430000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
26,75,85,0,15,2,6,8,4,1,1420000,İstanbul,Arnavutköy,Deliklikaya, 2 + 1 ,3,41.0671774,29.0432713
27,40,80,0,3,3,2,0,0,0,1695000,İstanbul,Arnavutköy,Mareşal Fevzi Çakmak, 1 + 1 ,2,41.0671774,29.0432713
28,75,80,1,3,2,1,8,0,2,1050000,İstanbul,Arnavutköy,İslambey, 2 + 1 ,3,41.0671774,29.0432713
29,90,105,1,4,2,2,8,1,2,1090000,İstanbul,Arnavutköy,İslambey, 2 + 1 ,3,41.0671774,29.0432713
30,90,105,1,4,2,2,8,1,2,1580000,İstanbul,Arnavutköy,İslambey, 2 + 1 ,3,41.0671774,29.0432713
31,78,85,0,4,2,0,8,0,1,649000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
32,80,85,1,15,2,4,8,0,2,1900000,İstanbul,Arnavutköy,Hadımköy, 2 + 1 ,3,41.0671774,29.0432713
33,85,95,1,3,3,1,0,0,0,1550000,İstanbul,Arnavutköy,Hadımköy, 2 + 1 ,3,41.0671774,29.0432713
34,57,65,1,3,3,0,0,0,0,950000,İstanbul,Arnavutköy,Hadımköy, 1 + 1 ,2,41.0671774,29.0432713
35,80,90,1,3,2,0,1,0,0,1100000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
36,75,84,1,4,2,1,2,0,1,1550000,İstanbul,Arnavutköy,İslambey, 2 + 1 ,3,41.0671774,29.0432713
37,90,100,1,4,2,1,0,0,0,1500000,İstanbul,Arnavutköy,Anadolu, 3 + 1 ,4,41.0671774,29.0432713
38,75,85,1,4,2,2,8,0,1,1590000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
39,65,75,1,6,2,0,4,0,2,760000,İstanbul,Arnavutköy,Anadolu, 1 + 1 ,2,41.0671774,29.0432713
40,100,110,1,5,2,1,0,0,0,1590000,İstanbul,Arnavutköy,Anadolu, 2 + 1 ,3,41.0671774,29.0432713
41,58,66,1,15,2,11,5,1,0,1550000,İstanbul,Arnavutköy,Hadımköy, 1 + 1 ,2,41.0671774,29.0432713
42,100,120,0,4,2,2,8,0,2,849000,İstanbul,Arnavutköy,Adnan Menderes, 2 + 1 ,3,41.0671774,29.0432713
43,85,95,0,4,2,1,8,0,2,789000,İstanbul,Arnavutköy,Adnan Menderes, 2 + 1 ,3,41.0671774,29.0432713
44,95,100,1,4,2,3,0,0,0,1450000,İstanbul,Arnavutköy,Mustafa Kemal Paşa, 2 + 1 ,3,41.0671774,29.0432713
45,85,95,1,4,2,3,8,4,0,1175000,İstanbul,Arnavutköy,Hastane, 2 + 1 ,3,41.0671774,29.0432713
46,80,90,1,5,2,1,0,0,0,1070000,İstanbul,Arnavutköy,Arnavutköy Merkez, 2 + 1 ,3,41.0671774,29.0432713
47,65,84,1,10,2,1,8,4,2,1270000,İstanbul,Arnavutköy,Deliklikaya, 2 + 1 ,3,41.0671774,29.0432713
48,70,85,1,2,2,1,8,0,0,2300000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
49,85,110,1,6,2,1,8,0,2,2500000,İstanbul,Ataşehir,Örnek, 3 + 1 ,4,40.9929379,29.1135187
50,65,75,1,4,2,0,4,0,0,1390000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
51,70,80,1,2,2,1,8,0,0,2300000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
52,100,120,1,3,2,2,13,0,0,2650000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
53,70,75,1,4,2,0,8,4,1,1320000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
54,60,80,1,10,2,0,8,0,2,2290000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
55,55,70,1,20,2,9,13,4,2,3200000,İstanbul,Ataşehir,Barbaros, 1 + 1 ,2,40.9929379,29.1135187
56,50,70,1,3,2,1,13,0,2,1650000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
57,55,75,1,4,2,0,8,4,2,1500000,İstanbul,Ataşehir,Atatürk, 2 + 1 ,3,40.9929379,29.1135187
58,75,95,1,3,2,1,13,0,2,2550000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
59,50,55,1,4,2,2,13,4,2,1875000,İstanbul,Ataşehir,Kayışdağı, 1 + 1 ,2,40.9929379,29.1135187
60,88,105,1,4,2,2,18,0,1,2375000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
61,71,88,0,20,2,16,8,0,0,3625000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 ,3,40.9929379,29.1135187
62,95,100,1,5,2,0,8,1,1,2100000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
63,85,100,1,3,2,2,8,3,2,2560000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
64,85,100,0,15,3,8,28,0,1,2680000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
65,55,60,0,4,2,-1,4,0,2,2050000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
66,60,80,1,15,2,3,3,0,2,3390000,İstanbul,Ataşehir,Kayışdağı, 1 + 1 ,2,40.9929379,29.1135187
67,85,110,1,6,2,3,8,4,2,2620000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
68,90,115,1,6,2,1,18,0,2,2750000,İstanbul,Ataşehir,Fetih, 2 + 1 ,3,40.9929379,29.1135187
69,70,100,1,6,2,6,5,0,0,2800000,İstanbul,Ataşehir,Yenişehir, 2 + 1 ,3,40.9929379,29.1135187
70,52,65,1,3,2,0,8,4,0,1400000,İstanbul,Ataşehir,Örnek, 1 + 1 ,2,40.9929379,29.1135187
71,70,85,1,3,2,0,8,0,1,2450000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
72,72,90,1,8,2,8,13,3,0,2885000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 ,3,40.9929379,29.1135187
73,52,69,0,4,2,0,8,0,2,1650000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
74,35,55,1,3,2,1,8,0,2,1450000,İstanbul,Ataşehir,Örnek, 1 + 1 ,2,40.9929379,29.1135187
75,65,70,1,5,3,3,8,0,1,1750000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
76,60,75,1,4,2,4,8,0,2,2250000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
77,70,85,1,4,2,1,8,0,1,2500000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
78,100,120,1,3,2,2,13,0,3,2650000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
79,75,90,1,5,2,0,13,0,2,1850000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
80,90,120,1,7,2,5,38,0,2,3500000,İstanbul,Ataşehir,Fetih, 3 + 1 ,4,40.9929379,29.1135187
81,40,55,1,20,2,3,8,0,2,2250000,İstanbul,Ataşehir,Örnek, 1 + 1 ,2,40.9929379,29.1135187
82,50,70,1,3,2,1,13,4,2,1650000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
83,75,90,1,6,2,2,28,0,2,1950000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
84,50,55,0,2,2,0,8,0,0,1650000,İstanbul,Ataşehir,Örnek, 1 + 1 ,2,40.9929379,29.1135187
85,80,85,1,4,2,4,13,4,0,1550000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
86,97,105,1,10,2,4,4,0,0,3400000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
87,75,80,1,4,2,0,13,4,1,1550000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
88,45,65,1,7,2,1,8,1,2,2500000,İstanbul,Ataşehir,Küçükbakkalköy, 1 + 1 ,2,40.9929379,29.1135187
89,100,135,1,4,2,4,13,0,0,3500000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 ,4,40.9929379,29.1135187
90,70,80,1,2,2,1,8,0,0,2650000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
91,65,75,1,3,2,3,33,0,2,1700000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
92,95,110,1,4,2,2,18,0,0,2050000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
93,90,120,1,7,2,4,33,0,0,3500000,İstanbul,Ataşehir,Fetih, 3 + 1 ,4,40.9929379,29.1135187
94,70,75,1,3,2,0,8,4,0,1260000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
95,75,90,1,5,2,4,4,0,2,2540000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
96,70,85,1,2,2,1,8,0,2,2800000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
97,85,110,1,2,2,2,8,0,0,2300000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
98,69,70,1,4,2,0,13,0,0,1650000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
99,65,85,1,4,2,1,4,0,0,2375000,İstanbul,Ataşehir,Yenişehir, 2 + 1 ,3,40.9929379,29.1135187
100,85,110,1,15,2,3,23,0,1,2700000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
101,55,75,1,4,2,0,8,0,3,1500000,İstanbul,Ataşehir,Atatürk, 2 + 1 ,3,40.9929379,29.1135187
102,100,125,1,5,2,3,8,0,1,3600000,İstanbul,Ataşehir,Örnek, 3 + 1 ,4,40.9929379,29.1135187
103,65,75,1,2,2,0,4,0,1,1485000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
104,100,110,1,7,2,4,33,0,2,2850000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
105,95,115,1,4,2,3,18,0,2,2450000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
106,75,90,1,2,2,0,8,0,1,1250000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
107,70,85,1,2,2,1,8,0,2,2300000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
108,95,120,1,10,2,4,28,0,0,3000000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
109,100,105,1,4,2,1,8,0,0,2570000,İstanbul,Ataşehir,İnönü, 3 + 1 ,4,40.9929379,29.1135187
110,60,65,1,4,2,0,13,4,2,1250000,İstanbul,Ataşehir,İnönü, 1 + 1 ,2,40.9929379,29.1135187
111,50,65,1,6,2,0,8,0,2,1050000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
112,75,80,1,8,2,6,8,4,2,2570000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
113,80,341,0,1,2,0,28,4,0,1250000,İstanbul,Ataşehir,Yeni Sahra, 2 + 1 ,3,40.9929379,29.1135187
114,85,110,1,6,2,1,8,0,0,2500000,İstanbul,Ataşehir,Örnek, 3 + 1 ,4,40.9929379,29.1135187
115,85,110,1,7,2,1,28,0,3,2950000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
116,50,66,0,5,2,1,8,0,2,2100000,İstanbul,Ataşehir,Örnek, 1 + 1 ,2,40.9929379,29.1135187
117,100,115,1,8,2,4,8,4,2,3600000,İstanbul,Ataşehir,İnönü, 3 + 1 ,4,40.9929379,29.1135187
118,45,50,1,4,2,2,1,1,2,1400000,İstanbul,Ataşehir,İnönü, 1 + 1 ,2,40.9929379,29.1135187
119,70,80,0,3,2,1,33,0,2,2550000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
120,90,135,1,7,3,7,4,2,2,3500000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
121,90,135,1,7,2,6,4,2,1,3600000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
122,100,115,1,20,2,16,4,0,2,3350000,İstanbul,Ataşehir,Atatürk, 2 + 1 ,3,40.9929379,29.1135187
123,70,909,0,4,2,1,33,0,2,2750000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 ,3,40.9929379,29.1135187
124,66,90,1,7,2,0,2,0,2,2790000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
125,65,80,1,9,3,1,8,2,0,3200000,İstanbul,Ataşehir,Yenişehir, 2 + 1 ,3,40.9929379,29.1135187
126,90,110,0,6,2,5,18,0,1,1350000,İstanbul,Ataşehir,Ferhatpaşa, 3 + 1 ,4,40.9929379,29.1135187
127,58,80,1,20,2,14,28,0,2,3500000,İstanbul,Ataşehir,Atatürk, 1 + 1 ,2,40.9929379,29.1135187
128,60,78,1,4,2,1,8,0,0,1775000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
129,90,120,1,8,2,6,3,0,1,2930000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
130,78,95,1,3,2,1,0,0,0,2450000,İstanbul,Ataşehir,Örnek, 3 + 1 ,4,40.9929379,29.1135187
131,75,80,1,5,2,0,13,0,2,1480000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
132,70,90,1,5,2,0,13,0,2,2450000,İstanbul,Ataşehir,Yenişehir, 2 + 1 ,3,40.9929379,29.1135187
133,56,73,1,6,2,0,4,0,2,2350000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 ,3,40.9929379,29.1135187
134,90,105,1,3,2,3,4,0,2,2700000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
135,90,105,0,15,3,9,0,0,0,3590000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
136,100,110,1,3,2,2,8,0,2,2000000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
137,72,90,1,5,2,2,4,0,2,2300000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
138,70,85,1,5,2,0,2,0,2,1450000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
139,70,75,1,4,2,2,13,0,1,2420000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
140,65,75,1,3,2,0,8,0,2,1450000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
141,70,80,0,3,2,2,28,0,2,1480000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
142,100,120,1,3,2,1,8,2,2,1330000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
143,65,75,1,3,2,0,8,0,2,1350000,İstanbul,Ataşehir,İnönü, 3 + 1 ,4,40.9929379,29.1135187
144,53,70,0,20,3,20,13,0,2,3250000,İstanbul,Ataşehir,Barbaros, 1 + 1 ,2,40.9929379,29.1135187
145,65,85,1,15,2,5,33,0,2,1300000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 ,3,40.9929379,29.1135187
146,60,70,1,20,3,2,13,2,2,3200000,İstanbul,Ataşehir,Barbaros, 1 + 1 ,2,40.9929379,29.1135187
147,85,100,1,4,2,0,8,0,1,2349000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
148,100,115,1,5,2,1,13,0,0,3000000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
149,80,90,1,4,2,1,8,0,2,1500000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
150,55,77,0,20,2,20,8,3,2,3150000,İstanbul,Ataşehir,Küçükbakkalköy, 1 + 1 ,2,40.9929379,29.1135187
151,90,110,1,4,2,0,13,4,0,2000000,İstanbul,Ataşehir,İnönü, 3 + 1 ,4,40.9929379,29.1135187
152,55,65,1,4,2,0,4,4,2,1250000,İstanbul,Ataşehir,İçerenköy, 1 + 1 ,2,40.9929379,29.1135187
153,65,75,1,4,2,0,8,4,2,1045000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
154,50,65,1,7,2,0,4,4,1,2000000,İstanbul,Ataşehir,İçerenköy, 1 + 1 ,2,40.9929379,29.1135187
155,75,90,1,8,2,0,2,0,2,2150000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
156,100,125,1,15,2,7,33,4,1,2150000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
157,80,95,1,5,2,1,8,0,2,2350000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
158,100,120,1,3,2,3,13,4,2,2500000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
159,75,85,1,3,2,1,4,4,0,2400000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
160,85,105,1,5,2,1,8,4,2,2750000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 ,4,40.9929379,29.1135187
161,70,85,1,5,2,0,8,0,0,1400000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
162,90,110,1,15,2,8,28,4,1,2580000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
163,77,85,1,7,2,4,3,0,0,2700000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
164,85,105,1,10,2,5,8,0,2,2500000,İstanbul,Ataşehir,İnönü, 2 + 1 ,3,40.9929379,29.1135187
165,58,70,1,7,2,0,3,0,2,1575000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
166,55,65,1,8,2,2,8,0,2,1525000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
167,47,55,1,8,2,4,2,0,2,1550000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
168,95,100,1,3,2,2,13,0,2,1950000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
169,80,90,1,7,2,3,3,0,2,2680000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
170,73,88,1,3,2,0,0,0,0,1800000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
171,80,90,1,8,2,4,5,0,2,2850000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
172,95,100,1,4,2,2,13,0,2,1950000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
173,47,55,1,8,2,4,2,0,2,1550000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
174,50,65,1,8,2,4,4,0,1,1550000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
175,99,100,0,5,2,2,8,1,0,700000,İstanbul,Ataşehir,Yeni Çamlıca, 2 + 1 ,3,40.9929379,29.1135187
176,72,95,1,7,2,7,28,0,2,2800000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
177,100,105,1,10,2,1,4,2,1,3175000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
178,95,120,1,8,2,7,33,0,2,2525000,İstanbul,Ataşehir,Fetih, 3 + 1 ,4,40.9929379,29.1135187
179,70,80,1,4,2,0,8,0,0,1260000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
180,60,70,1,3,2,2,8,1,3,1680000,İstanbul,Ataşehir,Kayışdağı, 1 + 1 ,2,40.9929379,29.1135187
181,80,90,1,4,2,3,4,0,3,1850000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
182,80,95,1,3,2,1,8,0,0,1250000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
183,100,115,1,4,2,2,13,0,3,2270000,İstanbul,Ataşehir,Kayışdağı, 3 + 1 ,4,40.9929379,29.1135187
184,80,95,1,5,2,2,13,0,2,2280000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 ,4,40.9929379,29.1135187
185,85,100,1,3,2,2,13,0,3,1695000,İstanbul,Ataşehir,İçerenköy, 2 + 1 ,3,40.9929379,29.1135187
186,55,65,1,3,2,0,5,0,3,1350000,İstanbul,Ataşehir,İçerenköy, 1 + 1 ,2,40.9929379,29.1135187
187,95,105,1,4,2,1,0,0,0,2400000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
188,65,70,0,2,2,0,4,0,2,1150000,İstanbul,Ataşehir,Örnek, 1 + 1 ,2,40.9929379,29.1135187
189,75,85,0,4,2,0,0,0,0,1550000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
190,100,105,1,10,2,1,5,0,1,3175000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 ,4,40.9929379,29.1135187
191,90,120,1,4,2,3,8,0,2,2920000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
192,90,100,1,5,2,1,13,0,0,2500000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 ,4,40.9929379,29.1135187
193,72,80,1,3,2,1,4,0,2,2400000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
194,100,120,1,7,2,1,28,0,0,2600000,İstanbul,Ataşehir,İçerenköy, 3 + 1 ,4,40.9929379,29.1135187
195,50,60,1,4,2,1,4,0,2,1600000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 ,2,40.9929379,29.1135187
196,75,85,1,4,2,0,3,0,2,1000000,İstanbul,Ataşehir,Mustafa Kemal, 2 + 1 ,3,40.9929379,29.1135187
197,80,90,1,4,2,0,0,0,0,1800000,İstanbul,Ataşehir,Örnek, 2 + 1 ,3,40.9929379,29.1135187
198,75,100,1,8,2,7,8,0,1,2850000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
199,90,100,1,9,2,2,3,0,0,2335000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 ,3,40.9929379,29.1135187
200,72,95,1,20,2,18,8,0,2,3250000,İstanbul,Ataşehir,Atatürk, 2 + 1 ,3,40.9929379,29.1135187
201,55,70,1,4,2,1,4,0,2,1490000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
202,58,70,1,4,2,2,0,0,0,1790000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 ,3,40.9929379,29.1135187
203,55,77,1,20,3,13,8,2,2,3250000,İstanbul,Ataşehir,Küçükbakkalköy, 1 + 1 ,2,40.9929379,29.1135187
204,85,120,0,20,2,20,2,0,0,3250000,İstanbul,Ataşehir,Atatürk, 2 + 1 ,3,40.9929379,29.1135187
205,55,77,0,20,3,14,8,2,2,3180000,İstanbul,Ataşehir,Küçükbakkalköy, 1 + 1 ,2,40.9929379,29.1135187
